Dry Bulb  Temperature (¢J),Relative Humidity (%),Wind Speed (m/s),Solar Radiation (W/m2),Calculated Wet Bulb Temperature (¢J),Calculated Globe Temperature (¢J),WBGT_out (¢J),Calculated Wet Bulb Temperature (¢J),Calculated Globe Temperature (¢J),WBGT_out (¢J),Calculated Wet Bulb Temperature (¢J),Calculated Globe Temperature (¢J),WBGT_out (¢J),Calculated Wet Bulb Temperature (¢J),Calculated Globe Temperature (¢J),WBGT_out (¢J),Calculated Wet Bulb Temperature (¢J),Calculated Globe Temperature (¢J),WBGT_out (¢J),Calculated Wet Bulb Temperature (¢J),Calculated Globe Temperature (¢J),WBGT_out (¢J),Calculated Wet Bulb Temperature (¢J),Calculated Globe Temperature (¢J),WBGT_out (¢J)
30.489928,72.51354839,2.239344086,896.8963675,27.72035049,44.11184755,31.27560765,,,,,,,,,,,,,,,,,,
28.162874,72.51354839,2.239344086,896.8963675,25.69379834,41.72119614,29.14618547,,,,,,,,,,,,,,,,,,
18.6994095,72.51354839,2.239344086,896.8963675,17.54268358,32.07745168,20.56530979,,,,,,,,,,,,,,,,,,
20.879409,72.51354839,2.239344086,896.8963675,19.40514729,34.2940845,22.53036091,,,,,,,,,,,,,,,,,,
27.108091,72.51354839,2.239344086,896.8963675,24.77031993,40.63982287,28.17799763,,,,,,,,,,,,,,,,,,
26.945443,72.51354839,2.239344086,896.8963675,24.63037915,40.4731969,28.03044908,,,,,,,,,,,,,,,,,,
26.989333,89.26386278,8.803007373,588.2440476,25.96894253,32.10929199,27.29905147,,,,,,,,,,,,,,,,,,
30.164794,74.4444086,2.733817204,817.3493409,27.47139907,41.68089681,30.58263811,,,,,,,,,,,,,,,,,,
26.471953,74.4444086,2.733817204,817.3493409,24.19819858,37.87894735,27.16172377,,,,,,,,,,,,,,,,,,
30.87829,74.4444086,2.733817204,817.3493409,28.10024403,42.4174392,31.24148766,,,,,,,,,,,,,,,,,,
30.298394,74.4444086,2.733817204,817.3493409,27.58901834,41.81876291,30.70590482,,,,,,,,,,,,,,,,,,
25.920699,74.4444086,2.733817204,817.3493409,23.7158471,37.31283596,26.65573006,,,,,,,,,,,,,,,,,,
26.471953,74.4444086,2.733817204,817.3493409,24.19819858,37.87894735,27.16172377,,,,,,,,,,,,,,,,,,
30.082365,74.4444086,2.733817204,817.3493409,27.39886022,41.59584698,30.50660805,,,,,,,,,,,,,,,,,,
29.552022,74.4444086,2.733817204,817.3493409,26.93270914,41.04884698,30.01786799,,,,,,,,,,,,,,,,,,
29.2059,74.4444086,2.733817204,817.3493409,26.62901066,40.69204478,29.69930642,,,,,,,,,,,,,,,,,,
29.422967,74.4444086,2.733817204,817.3493409,26.81942283,40.91579219,29.89905112,,,,,,,,,,,,,,,,,,
27.47675433,74.4444086,2.733817204,817.3493409,25.09362305,38.91177379,28.09556633,,,,,,,,,,,,,,,,,,
29.2059,74.4444086,2.733817204,817.3493409,26.62901066,40.69204478,29.69930642,,,,,,,,,,,,,,,,,,
25.417861,74.4444086,2.733817204,817.3493409,23.276628,36.79676231,26.19477816,,,,,,,,,,,,,,,,,,
29.978532,80.38328674,3.286017204,715.4855002,27.97703722,39.38650394,30.45908004,,,,,,,,,,,,,,,,,,
29.978532,80.38328674,3.286017204,715.4855002,27.97703722,39.38650394,30.45908004,,,,,,,,,,,,,,,,,,
29.978532,80.38328674,3.286017204,715.4855002,27.97703722,39.38650394,30.45908004,,,,,,,,,,,,,,,,,,
29.978532,80.38328674,3.286017204,715.4855002,27.97703722,39.38650394,30.45908004,,,,,,,,,,,,,,,,,,
29.033291,80.38328674,3.286017204,715.4855002,27.10070679,38.40938264,29.55570038,,,,,,,,,,,,,,,,,,
29.033291,80.38328674,3.286017204,715.4855002,27.10070679,38.40938264,29.55570038,,,,,,,,,,,,,,,,,,
29.495319,68.3683062,3.188540092,478.0503145,25.38409895,35.6173647,27.8418741,,,,,,,,,,,,,,,,,,
30.701476,68.3683062,3.188540092,478.0503145,26.46014521,36.8684972,28.96594869,,,,,,,,,,,,,,,,,,
30.701476,68.3683062,3.188540092,478.0503145,26.46014521,36.8684972,28.96594869,,,,,,,,,,,,,,,,,,
30.701476,68.3683062,3.188540092,478.0503145,26.46014521,36.8684972,28.96594869,,,,,,,,,,,,,,,,,,
30.701476,68.3683062,3.188540092,478.0503145,26.46014521,36.8684972,28.96594869,,,,,,,,,,,,,,,,,,
30.701476,68.3683062,3.188540092,478.0503145,26.46014521,36.8684972,28.96594869,,,,,,,,,,,,,,,,,,
30.701476,68.3683062,3.188540092,478.0503145,26.46014521,36.8684972,28.96594869,,,,,,,,,,,,,,,,,,
30.936807,69.86473552,2.995082475,623.0824373,27.12354279,39.31143972,29.9424486,,,,,,,,,,,,,,,,,,
30.936807,69.86473552,2.995082475,623.0824373,27.12354279,39.31143972,29.9424486,,,,,,,,,,,,,,,,,,
30.936807,69.86473552,2.995082475,623.0824373,27.12354279,39.31143972,29.9424486,,,,,,,,,,,,,,,,,,
30.327428,72.16115105,3.331352381,762.2804233,27.07105707,40.22982561,30.02844787,,,,,,,,,,,,,,,,,,
30.327428,72.16115105,3.331352381,762.2804233,27.07105707,40.22982561,30.02844787,,,,,,,,,,,,,,,,,,
31.617178,67.33769572,2.71036479,648.0053822,27.38889163,40.66446689,30.46683532,,,,,,,,,,,,,,,,,,
30.970858,67.33769572,2.71036479,648.0053822,26.831194,39.99551106,29.87802382,,,,,,,,,,,,,,,,,,
30.970858,67.33769572,2.71036479,648.0053822,26.831194,39.99551106,29.87802382,,,,,,,,,,,,,,,,,,
30.765164,67.33769572,2.71036479,648.0053822,26.63554949,39.7827233,29.67794571,,,,,,,,,,,,,,,,,,
31.417176,67.33769572,2.71036479,648.0053822,27.21616035,40.45740402,30.28451065,,,,,,,,,,,,,,,,,,
31.417176,67.33769572,2.71036479,648.0053822,27.21616035,40.45740402,30.28451065,,,,,,,,,,,,,,,,,,
31.32405933,67.33769572,2.71036479,648.0053822,27.13578697,40.36101719,30.19966025,,,,,,,,,,,,,,,,,,
30.970858,67.33769572,2.71036479,648.0053822,26.831194,39.99551106,29.87802382,,,,,,,,,,,,,,,,,,
31.310867,67.33769572,2.71036479,648.0053822,27.12440245,40.34736244,30.1876409,,,,,,,,,,,,,,,,,,
31.617178,67.33769572,2.71036479,648.0053822,27.38889163,40.66446689,30.46683532,,,,,,,,,,,,,,,,,,
29.4214758,67.33769572,2.71036479,648.0053822,25.47555768,38.39399181,28.45383632,,,,,,,,,,,,,,,,,,
29.043879,67.33769572,2.71036479,648.0053822,25.15057638,38.00413851,28.11061907,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
30.717755,74.6804086,3.476432258,639.3944232,27.64228991,38.88937537,30.19925351,,,,,,,,,,,,,,,,,,
30.717755,74.6804086,3.476432258,639.3944232,27.64228991,38.88937537,30.19925351,,,,,,,,,,,,,,,,,,
30.717755,74.6804086,3.476432258,639.3944232,27.64228991,38.88937537,30.19925351,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
30.426634,74.6804086,3.476432258,639.3944232,27.38167201,38.58784803,29.92740341,,,,,,,,,,,,,,,,,,
29.876636,74.6804086,3.476432258,639.3944232,26.88995574,38.01847815,29.41432825,,,,,,,,,,,,,,,,,,
29.876636,74.6804086,3.476432258,639.3944232,26.88995574,38.01847815,29.41432825,,,,,,,,,,,,,,,,,,
28.694947,74.6804086,3.476432258,639.3944232,25.81923345,36.7964305,28.30224422,,,,,,,,,,,,,,,,,,
28.694947,74.6804086,3.476432258,639.3944232,25.81923345,36.7964305,28.30224422,,,,,,,,,,,,,,,,,,
29.876636,74.6804086,3.476432258,639.3944232,26.88995574,38.01847815,29.41432825,,,,,,,,,,,,,,,,,,
29.833882,74.6804086,3.476432258,639.3944232,26.85176856,37.974234,29.37447299,,,,,,,,,,,,,,,,,,
24.499239,74.6804086,3.476432258,639.3944232,22.05703955,32.47094268,24.38404012,,,,,,,,,,,,,,,,,,
10.134408,74.6804086,3.476432258,639.3944232,9.295125142,17.83718576,11.08746555,,,,,,,,,,,,,,,,,,
22.951072,74.6804086,3.476432258,639.3944232,20.68373254,30.8800307,22.94972612,,,,,,,,,,,,,,,,,,
31.743817,68.11424731,2.613306452,689.9193548,27.70419792,41.55559035,30.87843831,,,,,,,,,,,,,,,,,,
31.575188,68.11424731,2.613306452,689.9193548,27.55837362,41.38102293,30.72458492,,,,,,,,,,,,,,,,,,
31.709079,68.11424731,2.613306452,689.9193548,27.67414978,41.51962602,30.84673795,,,,,,,,,,,,,,,,,,
31.709079,68.11424731,2.613306452,689.9193548,27.67414978,41.51962602,30.84673795,,,,,,,,,,,,,,,,,,
31.743817,68.11424731,2.613306452,689.9193548,27.70419792,41.55559035,30.87843831,,,,,,,,,,,,,,,,,,
30.863315,68.11424731,2.613306452,689.9193548,26.94385923,40.64448388,30.07592974,,,,,,,,,,,,,,,,,,
31.119684,68.11424731,2.613306452,689.9193548,27.16496161,40.90966102,30.30937374,,,,,,,,,,,,,,,,,,
31.119684,68.11424731,2.613306452,689.9193548,27.16496161,40.90966102,30.30937374,,,,,,,,,,,,,,,,,,
27.140332,68.11424731,2.613306452,689.9193548,23.70213691,36.80291318,26.66611167,,,,,,,,,,,,,,,,,,
30.701432,68.11424731,2.613306452,689.9193548,26.80436523,40.47708229,29.92861532,,,,,,,,,,,,,,,,,,
28.503937,68.11424731,2.613306452,689.9193548,24.89169312,38.20795126,27.91616914,,,,,,,,,,,,,,,,,,
28.830605,68.11424731,2.613306452,689.9193548,25.17239241,38.5448855,28.21271229,,,,,,,,,,,,,,,,,,
31.743817,68.11424731,2.613306452,689.9193548,27.70419792,41.55559035,30.87843831,,,,,,,,,,,,,,,,,,
31.221491,68.11424731,2.613306452,689.9193548,27.25282805,41.0149892,30.40212657,,,,,,,,,,,,,,,,,,
31.466325,68.11424731,2.613306452,689.9193548,27.46428475,41.26834571,30.62530097,,,,,,,,,,,,,,,,,,
31.575188,68.11424731,2.613306452,689.9193548,27.55837362,41.38102293,30.72458492,,,,,,,,,,,,,,,,,,
31.466325,68.11424731,2.613306452,689.9193548,27.46428475,41.26834571,30.62530097,,,,,,,,,,,,,,,,,,
28.503937,68.11424731,2.613306452,689.9193548,24.89169312,38.20795126,27.91616914,,,,,,,,,,,,,,,,,,
28.066387,68.11424731,2.613306452,689.9193548,24.49833343,37.75685735,27.50684357,,,,,,,,,,,,,,,,,,
28.326372,68.11424731,2.613306452,689.9193548,24.72229915,38.02486141,27.74321888,,,,,,,,,,,,,,,,,,
24.578194,68.11424731,2.613306452,689.9193548,21.49118718,34.18937998,24.33952642,,,,,,,,,,,,,,,,,,
28.7260255,68.11424731,2.613306452,689.9193548,25.08249191,38.43700494,28.11774787,,,,,,,,,,,,,,,,,,
30.701432,68.11424731,2.613306452,689.9193548,26.80436523,40.47708229,29.92861532,,,,,,,,,,,,,,,,,,
30.691564,68.11424731,2.613306452,689.9193548,26.79586503,40.46687897,29.91963772,,,,,,,,,,,,,,,,,,
29.2005115,68.11424731,2.613306452,689.9193548,25.49065902,38.92657742,28.54882795,,,,,,,,,,,,,,,,,,
29.4869865,68.11424731,2.613306452,689.9193548,25.73743998,39.22229719,28.80936607,,,,,,,,,,,,,,,,,,
30.768897,68.11424731,2.613306452,689.9193548,26.86248823,40.54684311,29.99000008,,,,,,,,,,,,,,,,,,
28.157742,68.11424731,2.613306452,689.9193548,24.57701011,37.85102063,27.5898854,,,,,,,,,,,,,,,,,,
28.2071035,68.11424731,2.613306452,689.9193548,24.61953096,37.9019038,27.63476278,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
27.175466,68.22419355,2.076580645,631.3409235,23.80347626,36.77879747,26.73573947,,,,,,,,,,,,,,,,,,
29.856369,68.22419355,2.076580645,631.3409235,26.12682543,39.55004474,29.18442365,,,,,,,,,,,,,,,,,,
30.449693,68.22419355,2.076580645,631.3409235,26.63938797,40.16465839,29.72547256,,,,,,,,,,,,,,,,,,
30.449693,68.22419355,2.076580645,631.3409235,26.63938797,40.16465839,29.72547256,,,,,,,,,,,,,,,,,,
30.449693,68.22419355,2.076580645,631.3409235,26.63938797,40.16465839,29.72547256,,,,,,,,,,,,,,,,,,
27.995308,68.22419355,2.076580645,631.3409235,24.50828478,37.62526041,27.48038223,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
27.175466,68.22419355,2.076580645,631.3409235,23.80347626,36.77879747,26.73573947,,,,,,,,,,,,,,,,,,
27.175466,68.22419355,2.076580645,631.3409235,23.80347626,36.77879747,26.73573947,,,,,,,,,,,,,,,,,,
27.995308,68.22419355,2.076580645,631.3409235,24.50828478,37.62526041,27.48038223,,,,,,,,,,,,,,,,,,
29.856369,68.22419355,2.076580645,631.3409235,26.12682543,39.55004474,29.18442365,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.449693,68.22419355,2.076580645,631.3409235,26.63938797,40.16465839,29.72547256,,,,,,,,,,,,,,,,,,
30.449693,68.22419355,2.076580645,631.3409235,26.63938797,40.16465839,29.72547256,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
30.556946,68.22419355,2.076580645,631.3409235,26.75040913,40.27581062,29.83614311,,,,,,,,,,,,,,,,,,
20.794699,68.22419355,2.076580645,631.3409235,18.30626485,30.2353915,20.94093359,,,,,,,,,,,,,,,,,,
30.274946,74.1046147,3.595022081,608.1225589,27.10484252,37.90243316,29.581371,,,,,,,,,,,,,,,,,,
30.274946,74.1046147,3.595022081,608.1225589,27.10484252,37.90243316,29.581371,,,,,,,,,,,,,,,,,,
27.443805,74.1046147,3.595022081,608.1225589,24.56265975,34.97657885,26.9335581,,,,,,,,,,,,,,,,,,
30.274946,74.1046147,3.595022081,608.1225589,27.10484252,37.90243316,29.581371,,,,,,,,,,,,,,,,,,
30.274946,74.1046147,3.595022081,608.1225589,27.10484252,37.90243316,29.581371,,,,,,,,,,,,,,,,,,
29.522088,74.1046147,3.595022081,608.1225589,26.43257763,37.12345392,28.87970392,,,,,,,,,,,,,,,,,,
30.213088,74.1046147,3.595022081,608.1225589,27.04954588,37.83840303,29.52367152,,,,,,,,,,,,,,,,,,
30.274946,74.1046147,3.595022081,608.1225589,27.10484252,37.90243316,29.581371,,,,,,,,,,,,,,,,,,
29.522088,74.1046147,3.595022081,608.1225589,26.43257763,37.12345392,28.87970392,,,,,,,,,,,,,,,,,,
29.522088,74.1046147,3.595022081,608.1225589,26.43257763,37.12345392,28.87970392,,,,,,,,,,,,,,,,,,
30.001082,74.1046147,3.595022081,608.1225589,26.86010931,37.61898776,29.32598227,,,,,,,,,,,,,,,,,,
30.645635,74.1046147,3.595022081,608.1225589,27.43643551,38.28623648,29.92731566,,,,,,,,,,,,,,,,,,
30.645635,74.1046147,3.595022081,608.1225589,27.43643551,38.28623648,29.92731566,,,,,,,,,,,,,,,,,,
30.213088,74.1046147,3.595022081,608.1225589,27.04954588,37.83840303,29.52367152,,,,,,,,,,,,,,,,,,
31.0833015,74.1046147,3.595022081,608.1225589,27.82842844,38.73960326,30.33615071,,,,,,,,,,,,,,,,,,
30.645635,74.1046147,3.595022081,608.1225589,27.43643551,38.28623648,29.92731566,,,,,,,,,,,,,,,,,,
30.645635,74.1046147,3.595022081,608.1225589,27.43643551,38.28623648,29.92731566,,,,,,,,,,,,,,,,,,
30.099597,74.1046147,3.595022081,608.1225589,26.94812098,37.72093892,29.41783217,,,,,,,,,,,,,,,,,,
30.213088,74.1046147,3.595022081,608.1225589,27.04954588,37.83840303,29.52367152,,,,,,,,,,,,,,,,,,
30.213088,74.1046147,3.595022081,608.1225589,27.04954588,37.83840303,29.52367152,,,,,,,,,,,,,,,,,,
30.213088,74.1046147,3.595022081,608.1225589,27.04954588,37.83840303,29.52367152,,,,,,,,,,,,,,,,,,
30.001082,74.1046147,3.595022081,608.1225589,26.86010931,37.61898776,29.32598227,,,,,,,,,,,,,,,,,,
30.001082,74.1046147,3.595022081,608.1225589,26.86010931,37.61898776,29.32598227,,,,,,,,,,,,,,,,,,
29.522088,74.1046147,3.595022081,608.1225589,26.43257763,37.12345392,28.87970392,,,,,,,,,,,,,,,,,,
29.501427,74.1046147,3.595022081,608.1225589,26.41415121,37.10208572,28.86046569,,,,,,,,,,,,,,,,,,
29.501427,74.1046147,3.595022081,608.1225589,26.41415121,37.10208572,28.86046569,,,,,,,,,,,,,,,,,,
30.717755,74.1046147,3.595022081,608.1225589,27.50099329,38.36092745,29.9946563,,,,,,,,,,,,,,,,,,
30.099597,74.1046147,3.595022081,608.1225589,26.94812098,37.72093892,29.41783217,,,,,,,,,,,,,,,,,,
29.833882,74.1046147,3.595022081,608.1225589,26.71079857,37.4459828,29.17014376,,,,,,,,,,,,,,,,,,
29.833882,74.1046147,3.595022081,608.1225589,26.71079857,37.4459828,29.17014376,,,,,,,,,,,,,,,,,,
30.219416,74.1046147,3.595022081,608.1225589,27.05520217,37.84495303,29.52957372,,,,,,,,,,,,,,,,,,
30.717755,74.1046147,3.595022081,608.1225589,27.50099329,38.36092745,29.9946563,,,,,,,,,,,,,,,,,,
30.717755,74.1046147,3.595022081,608.1225589,27.50099329,38.36092745,29.9946563,,,,,,,,,,,,,,,,,,
30.717755,74.1046147,3.595022081,608.1225589,27.50099329,38.36092745,29.9946563,,,,,,,,,,,,,,,,,,
30.099597,74.1046147,3.595022081,608.1225589,26.94812098,37.72093892,29.41783217,,,,,,,,,,,,,,,,,,
30.717755,74.1046147,3.595022081,608.1225589,27.50099329,38.36092745,29.9946563,,,,,,,,,,,,,,,,,,
30.717755,74.1046147,3.595022081,608.1225589,27.50099329,38.36092745,29.9946563,,,,,,,,,,,,,,,,,,
